title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
SPY x FAMILY,SPY x FAMILY,SPY×FAMILY,Action | Comedy | Slice of Life | Supernatural,8.3,8.42,12.0,FINISHED,TV,SPRING,2022.0,"Everyone has a part of themselves they cannot show to anyone else. At a time when all nations of the world were involved in a fierce war of information happening behind closed doors, Ostania and Westalis had been in a state of cold war against one another for decades. The Westalis Intelligence Services' Eastern-Focused Division (WISE) sends their most talented spy, ""Twilight,"" on a top-secret mission to investigate the movements of Donovan Desmond, the chairman of Ostania's National Unity Party, who is threatening peace efforts between the two nations. This mission is known as ""Operation Strix."" It consists of ""putting together a family in one week in order to infiltrate social gatherings organized by the elite school that Desmond's son attends."" ""Twilight"" takes on the identity of psychiatrist Loid Forger and starts looking for family members. But Anya, the daughter he adopts, turns out to have the ability to read people's minds, while his wife, Yor, is an assassin! With it being in each of their own interests to keep these facts hidden, they start living together while concealing their true identities from one another. World peace is now in the hands of this brand-new family as they embark on an adventure full of surprises. (Source: Crunchyroll)",CloverWorks,MANGA,537710,1896532.0,217.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx140960-Kb6R5nYQfjmP.jpg,2022-04-09,2022-06-25,24.0,PG-13 - Teens 13 or older,50265.0
Kaguya-sama: Love is War,Kaguya-sama: Love is War,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,Comedy | Psychological | Romance | Slice of Life,8.3,8.4,12.0,FINISHED,TV,WINTER,2019.0,"Known for being both brilliant and powerful, Miyuki Shirogane and Kaguya Shinomiya lead the illustrious Shuchiin Academy as near equals. And everyone thinks they’d make a great couple. Pride and arrogance are in ample supply, so the only logical move is to trick the other into instigating a date! Who will come out on top in this psychological war where the first move is the only one that matters? (Source: Aniplex)",A-1 Pictures,MANGA,531398,1944575.0,231.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101921-ufrjLzhSz7L1.jpg,2019-01-12,2019-03-30,24.0,PG-13 - Teens 13 or older,37999.0
Dr. STONE,Dr. STONE,Dr. STONE,Action | Adventure | Comedy | Sci-Fi,8.1,8.26,24.0,FINISHED,TV,SUMMER,2019.0,"After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world— turning every single human into stone. Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified. However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown. (Source: MAL Rewrite)",TMS Entertainment,MANGA,527658,1961352.0,368.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105333-GybuoSoOZfpH.jpg,2019-07-05,2019-12-13,24.0,PG-13 - Teens 13 or older,38691.0
Violet Evergarden,Violet Evergarden,Violet Evergarden,Drama | Fantasy | Slice of Life,8.5,8.69,13.0,FINISHED,TV,WINTER,2018.0,"A certain point in time, in the continent of Telesis. The great war which divided the continent into North and South has ended after four years, and the people are welcoming a new generation. Violet Evergarden, a young girl formerly known as “the weapon”, has left the battlefield to start a new life at CH Postal Service. There, she is deeply moved by the work of “Auto Memories Dolls”, who carry people's thoughts and convert them into words. Violet begins her journey as an Auto Memories Doll, and comes face to face with various people's emotions and differing shapes of love. There are words Violet heard on the battlefield, which she cannot forget. These words were given to her by someone she holds dear, more than anyone else. She does not yet know their meaning but she searches to find it. (Source: Anime News Network)",Kyoto Animation,LIGHT_NOVEL,522664,2001479.0,74.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21827-ubzq619ZA2E9.png,2018-01-11,2018-04-05,24.0,PG-13 - Teens 13 or older,33352.0
"No Game, No Life","No Game, No Life",No Game No Life,Adventure | Comedy | Ecchi | Fantasy,7.7,8.03,12.0,FINISHED,TV,SPRING,2014.0,"Bored with life and considering the real world to be just a “crappy game,” savvy sibling shut-ins Sora and Shiro have withdrawn into their own fantasy world filled with video games. However, one day they find themselves summoned to another world by a boy who calls himself “God,” their abilities are about to be put to the ultimate test! Now not only their fates — but the fate of all of humanity — will be decided by a series of games that may just be the hardest these super-geniuses have ever faced! (Source: Sentai Filmworks, edited)",MADHOUSE,LIGHT_NOVEL,521894,2561392.0,721.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b19815-sEOQ9yQaPKlk.jpg,2014-04-09,2014-06-25,24.0,PG-13 - Teens 13 or older,19815.0
Noragami,Noragami,Noragami,Action | Adventure | Comedy | Supernatural,7.8,7.94,12.0,FINISHED,TV,WINTER,2014.0,"Minor god Yato is down on his luck. Fed up with his slacker lifestyle, his partner abruptly quits. He has no money, no worshippers, and no shrine to call home. But just when things are starting to seem hopeless, a bus accident forces him to cross paths with Hiyori Iki, a sweet and perky high school girl. After the accident, Hiyori's soul has a bad habit of slipping out of her body, and after enlisting Yato's help to get her back to normal, she begins to fall into the world of spirits and gods. But Hiyori's not the only one who's keeping tabs on Yato. A god from Yato's past is back, and he's not interested in a friendly reunion. (Source: Funimation)",bones,MANGA,520362,2319100.0,864.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20447-EoQXeygHaVCK.jpg,2014-01-05,2014-03-23,24.0,PG-13 - Teens 13 or older,20507.0
Toradora!,Toradora!,Toradora!,Comedy | Drama | Romance | Slice of Life,7.8,8.04,25.0,FINISHED,TV,FALL,2008.0,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",J.C.STAFF,LIGHT_NOVEL,518409,2369636.0,710.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4224-PXVMBLNwy2aF.jpg,2008-10-02,2009-03-26,24.0,PG-13 - Teens 13 or older,4224.0
Akame ga Kill!,Akame ga Kill!,Akame ga Kill!,Action | Adventure | Drama | Fantasy | Horror | Psychological | Thriller,7.3,7.48,24.0,FINISHED,TV,SUMMER,2014.0,"In a land where corruption rules and a ruthless Prime Minister has turned the puppet Emperor's armies of soldiers, assassins and secret police against the people, only one force dares to stand against them: Night Raid, an elite team of relentless killers, each equipped with an Imperial Arm - legendary weapons with unique and incredible powers created in the distant past. Rescued from a fate worse than death by Night Raid, young Tatsumi is offered the chance to join their lethal ranks… but it's a deadly choice, as few can master an Imperial Arm and even fewer survive when two Arms go against each other in combat. The battle is on, and only the strongest will make it out alive. (Source: Sentai Filmworks)",WHITE FOX,MANGA,515489,2273440.0,2375.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20613-HXHpec4bemk5.jpg,2014-07-07,2014-12-15,24.0,R - 17+ (violence & profanity),22199.0
Vinland Saga,Vinland Saga,VINLAND SAGA,Action | Adventure | Drama,8.7,8.78,24.0,FINISHED,TV,SUMMER,2019.0,"Thorfinn is son to one of the Vikings' greatest warriors, but when his father is killed in battle by the mercenary leader Askeladd, he swears to have his revenge. Thorfinn joins Askeladd's band in order to challenge him to a duel, and ends up caught in the middle of a war for the crown of England. (Source: Kodansha USA)",WIT STUDIO,MANGA,511724,1827122.0,43.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101348-2fhDFPCuMNiz.jpg,2019-07-08,2019-12-30,24.0,R - 17+ (violence & profanity),37521.0
My Hero Academia Season 4,My Hero Academia Season 4,Boku no Hero Academia 4,Action | Adventure | Comedy | Drama | Sci-Fi,7.9,7.86,25.0,FINISHED,TV,FALL,2019.0,"The villain world teeters on the brink of war now that All For One is out of the picture. Shigaraki of the League of Villains squares off with Overhaul of the yakuza, vying for total control of the shadows. Meanwhile, Deku gets tangled in another dangerous internship as he struggles to keep pace with his upperclassman—Mirio.(Source: Crunchyroll)",bones,MANGA,510649,1912187.0,1037.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104276-SnEowMvesWIE.png,2019-10-12,2020-04-04,24.0,PG-13 - Teens 13 or older,38408.0
The Seven Deadly Sins,The Seven Deadly Sins,Nanatsu no Taizai,Action | Adventure | Comedy | Ecchi | Fantasy | Supernatural,7.3,7.6,24.0,FINISHED,TV,FALL,2014.0,"When they were accused of trying to overthrow the monarchy, the feared warriors the Seven Deadly Sins were sent into exile. Princess Elizabeth discovers the truth - the Sins were framed by the king's guard, the Holy Knights - too late to prevent them from assassinating her father and seizing the throne! Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn't even have a real sword! Have the legends of the Sins' strength been exaggerated? (Source: Anime News Network)",A-1 Pictures,MANGA,507867,2213780.0,1844.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20789-Ma5ouSYPkru9.jpg,2014-10-05,2015-03-29,25.0,PG-13 - Teens 13 or older,23755.0
Horimiya,Horimiya,Horimiya,Comedy | Romance | Slice of Life,8.1,8.18,13.0,FINISHED,TV,WINTER,2021.0,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new? (Source: Funimation)",CloverWorks,MANGA,504508,1644851.0,485.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx124080-3i22mRVPBS0T.jpg,2021-01-10,2021-04-04,24.0,PG-13 - Teens 13 or older,42897.0
KONOSUBA -God's blessing on this wonderful world!,KONOSUBA -God's blessing on this wonderful world!,Kono Subarashii Sekai ni Shukufuku wo!,Adventure | Comedy | Ecchi | Fantasy,7.9,8.09,10.0,FINISHED,TV,WINTER,2016.0,"Kazuma Satou decides that today is the day to get out of the house for a bit. Since he dies, pointlessly, it's clearly a bad choice. The goddess who greets him in the afterlife, however, offers him a chance to be reborn in a world not unlike that of a video game, and as a bonus she'll even throw in a cool item or power! Can't possibly be a bad choice, right? Except he arrives with no money at all, dead average skills, and his ""bonus"" isn't useful at all--since he picked the goddess, Aqua, herself. How are the two of them supposed to defeat the evil Devil King and live happily ever after? Well, for them, it probably starts with day laboring rather than adventuring. And it's only going to get more disappointing from there! (Source: Crunchyroll)",Studio DEEN,LIGHT_NOVEL,493167,2155464.0,620.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21202-mPOr80AEjUcZ.png,2016-01-14,2016-03-17,23.0,PG-13 - Teens 13 or older,30831.0
